Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,Season
2004,Gulbarga,4,3605.4,27.1,Red,Basin,13.0,56.0,Coconut,200000,Rabi
2004,Gulbarga,39,3512.4,26.8,Red,Basin,123.0,54.0,Coconut,4847,Rabi
2004,Gulbarga,6,3512.4,26.8,Red,Basin,19.0,58.0,Coconut,51239,Rabi
2004,Gulbarga,12,3512.4,26.8,Red,Basin,32.0,58.0,Coconut,216396,Rabi
2004,Gulbarga,3,3296.0,37.0,Red,Basin,8.0,59.0,Coconut,2644,Rabi
2004,Gulbarga,17,3296.0,37.0,Black,Basin,50.0,50.0,Coconut,44235,Rabi
2004,Gulbarga,3,3296.0,37.0,Black,Basin,10.0,54.0,Coconut,203317,Rabi
2004,Gulbarga,9,3550.0,38.0,Black,Basin,29.0,53.0,Coconut,2134,Rabi
2004,Gulbarga,21,3550.0,38.0,Black,Basin,44.0,52.0,Coconut,45186,Rabi
2004,Gulbarga,11,3550.0,38.0,Black,Basin,33.0,51.0,Coconut,238542,Rabi
2004,Gulbarga,4,3654.0,39.0,Black,Basin,14.0,57.0,Coconut,1516,Rabi
2004,Gulbarga,15,3654.0,39.0,Black,Basin,56.0,57.0,Coconut,57259,Rabi
2004,Gulbarga,8,3654.0,39.0,Black,Basin,26.0,60.0,Coconut,234779,Rabi
2004,Gulbarga,29,233.0,40.0,Black,Basin,98.0,57.0,Coconut,1493,Zaid
2004,Gulbarga,1,233.0,40.0,Black,Basin,3.0,57.0,Coconut,64409,Zaid
2004,Gulbarga,13736,233.0,40.0,Black,Basin,58637.0,54.0,Coconut,249978,Zaid
2004,Gulbarga,14003,234.0,41.0,Black,Basin,59777.0,54.5,Coconut,637,Zaid
2004,Gulbarga,14179,234.0,41.0,Black,Basin,60528.0,56.6,Coconut,43311,Zaid
2004,Gulbarga,14319,234.0,41.0,Black,Basin,61126.0,55.5,Coconut,24848,Zaid
2004,Gulbarga,14464,3105.0,42.0,Black,Basin,623687.0,58.5,Coconut,761,Zaid
2004,Gulbarga,14876,3105.0,42.0,Black,Basin,63504.0,59.5,Coconut,45608,Zaid
2004,Gulbarga,14976,3105.0,42.0,Black,Basin,63931.0,55.0,Coconut,234581,Zaid
2004,Gulbarga,15009,236.0,43.0,Black,Basin,73730.0,53.0,Coconut,646,Zaid
2004,Gulbarga,15114,2903.1,27.0,Black,Spray,118416.0,53.5,Coconut,43562,Zaid
2004,Gulbarga,16224,2903.1,27.0,Black,Spray,130132.0,52.5,Coconut,200000,Zaid
2004,Gulbarga,17095,2903.1,27.0,Black,Spray,154889.0,56.0,Coconut,4847,Zaid
2004,Gulbarga,17512,2996.6,27.0,Black,Spray,171739.0,57.0,Coconut,51239,Zaid
2004,Gulbarga,17587,2996.6,27.0,Black,Spray,172475.0,57.5,Coconut,216396,Zaid
2004,Gulbarga,17771,2996.6,27.0,Black,Spray,177939.0,57.0,Coconut,2644,Zaid
2004,Gulbarga,17825,3522.8,27.2,Black,Spray,313547.0,55.0,Coconut,44235,Zaid
2004,Gulbarga,3147,3522.8,27.2,Black,Spray,2783.0,56.0,Coconut,203317,Zaid
2004,Gulbarga,2578,3522.8,27.2,Black,Spray,1533.0,54.0,Coconut,2134,Zaid
2004,Gulbarga,1591,3729.8,27.0,Black,Spray,1647.0,58.0,Coconut,45186,Zaid
2004,Gulbarga,1298,3729.8,27.0,Black,Spray,975.0,58.0,Coconut,238542,Zaid
2004,Gulbarga,4,3729.8,27.0,Black,Spray,2.0,59.0,Coconut,1516,Zaid
2004,Gulbarga,1122,2746.2,27.0,Black,Spray,836.0,50.0,Coconut,57259,Zaid
2004,Gulbarga,917,2746.2,27.0,Loam,Spray,806.0,54.0,Coconut,234779,Zaid
2004,Gulbarga,819,2746.2,27.0,Loam,Spray,880.0,53.0,Coconut,1493,Zaid
2004,Gulbarga,619,3360.0,27.2,Loam,Spray,770.0,52.0,Coconut,64409,Zaid
2004,Gulbarga,391,3360.0,27.2,Loam,Spray,395.0,51.0,Coconut,249978,Zaid
2004,Gulbarga,211,3360.0,27.2,Loam,Spray,187.0,57.0,Coconut,637,Zaid
2004,Gulbarga,153,3605.4,27.1,Loam,Spray,187.0,57.0,Coconut,43311,Zaid
2004,Gulbarga,111,3605.4,27.1,Loam,Spray,121.0,60.0,Coconut,24848,Zaid
2004,Gulbarga,76,3605.4,27.1,Loam,Spray,103.0,57.0,Coconut,761,Zaid
2004,Gulbarga,53,3512.4,26.8,Loam,Spray,71.0,57.0,Coconut,45608,Zaid
2004,Gulbarga,2688,3512.4,26.8,Loam,Spray,3961.0,54.0,Coconut,234581,Zaid
2004,Gulbarga,2311,3512.4,26.8,Loam,Spray,4247.0,54.5,Coconut,646,Zaid
2004,Gulbarga,2188,3296.0,37.0,Loam,Spray,3290.0,56.6,Coconut,43562,Zaid
2004,Gulbarga,1998,3296.0,37.0,Loam,Spray,3138.0,55.5,Coconut,200000,Zaid
2004,Gulbarga,2006,3296.0,37.0,Loam,Spray,3423.0,58.5,Coconut,4847,Zaid
2004,Gulbarga,2034,3550.0,38.0,Loam,Spray,3899.0,59.5,Coconut,51239,Zaid
2004,Gulbarga,2035,3550.0,38.0,Loam,Spray,4015.0,55.0,Coconut,216396,Zaid
2004,Gulbarga,2074,3550.0,38.0,Loam,Spray,4279.0,53.0,Coconut,2644,Zaid
2004,Gulbarga,2127,3654.0,39.0,Loam,Spray,4167.0,53.5,Coconut,44235,Zaid
2004,Gulbarga,2090,3654.0,39.0,Loam,Spray,4479.0,52.5,Coconut,203317,Zaid
2004,Gulbarga,2059,3654.0,39.0,Loam,Spray,3699.0,56.0,Coconut,2134,Zaid
2004,Gulbarga,2050,233.0,40.0,Loam,Spray,4904.0,57.0,Coconut,45186,Zaid
2004,Gulbarga,1865,233.0,40.0,Loam,Spray,2821.0,57.5,Coconut,238542,Zaid
2004,Gulbarga,1841,233.0,40.0,Loam,Spray,3472.0,57.0,Coconut,1516,Zaid
2004,Gulbarga,1799,234.0,41.0,Loam,Spray,3647.0,55.0,Coconut,200000,Zaid
2004,Gulbarga,1468,234.0,41.0,Loam,Spray,393.0,56.0,Coconut,4847,Zaid
2004,Gulbarga,568,234.0,41.0,Red,Spray,167.0,54.0,Coconut,51239,Zaid
2004,Gulbarga,407,3105.0,42.0,Red,Spray,71.0,58.0,Coconut,216396,Zaid
2004,Gulbarga,177,3105.0,42.0,Red,Spray,52.0,58.0,Coconut,2644,Zaid
2004,Gulbarga,51,3105.0,42.0,Red,Spray,12.0,59.0,Coconut,44235,Zaid
2004,Gulbarga,173,236.0,43.0,Red,Spray,51.0,50.0,Coconut,203317,Zaid
2004,Gulbarga,201,236.0,43.0,Red,Spray,61.0,54.0,Coconut,2134,Zaid
2013,Gulbarga,206,321.0,128.0,Red,Drip,67.0,53.0,Cocoa,45186,Zaid
2014,Gulbarga,243,3654.0,129.0,Red,Drip,62.0,52.0,Cocoa,238542,Zaid
2015,Gulbarga,123,323.0,130.0,Red,Drip,32.0,51.0,Cocoa,1516,Zaid
2016,Gulbarga,82,324.0,131.0,Red,Drip,22.0,57.0,Cocoa,57259,Zaid
2017,Gulbarga,74,3105.0,132.0,Red,Drip,25.0,57.0,Cocoa,234779,Zaid
2018,Gulbarga,18,326.0,133.0,Red,Drip,4.0,60.0,Cocoa,1493,Zaid
2004,Gulbarga,37,327.0,134.0,Red,Drip,9.0,57.0,Coffee,64409,Zaid
2005,Gulbarga,35,328.0,135.0,Red,Drip,12.0,57.0,Coffee,249978,Zaid
2006,Gulbarga,5974,2903.1,136.0,Red,Drip,2089.0,54.0,Coffee,637,Zaid
2007,Gulbarga,6631,2903.1,137.0,Red,Drip,2810.0,54.5,Coffee,43311,Zaid
2008,Gulbarga,6705,2903.1,138.0,Red,Drip,841.0,56.6,Coffee,24848,Zaid
2009,Gulbarga,5876,2996.6,139.0,Red,Drip,3550.0,55.5,Coffee,761,Zaid
2010,Gulbarga,326,2996.6,140.0,Red,Drip,109.0,58.5,Coffee,45608,Zaid
2011,Gulbarga,6470,2996.6,141.0,Red,Drip,3368.0,59.5,Coffee,234581,Zaid
2012,Gulbarga,6709,3522.8,142.0,Red,Drip,3671.0,55.0,Coffee,646,Zaid
2013,Gulbarga,6186,3522.8,143.0,Red,Drip,2404.0,53.0,Coffee,43562,Zaid
2014,Gulbarga,6503,3522.8,144.0,Red,Drip,2805.0,53.5,Coffee,200000,Zaid
2015,Gulbarga,5220,3729.8,145.0,Red,Drip,2331.0,52.5,Coffee,4847,Zaid
2016,Gulbarga,4677,3729.8,146.0,Red,Drip,2088.0,56.0,Coffee,51239,Zaid
2017,Gulbarga,4803,3729.8,147.0,Black,Drip,2628.0,57.0,Coffee,216396,Zaid
2018,Gulbarga,3739,2746.2,148.0,Black,Drip,1939.0,57.5,Coffee,2644,Zaid
2004,Gulbarga,3529,2746.2,149.0,Black,Drip,1871.0,57.0,Cardamum,44235,Zaid
2005,Gulbarga,3649,2746.2,150.0,Black,Drip,1868.0,55.0,Cardamum,203317,Zaid
2006,Gulbarga,1374,3360.0,151.0,Black,Drip,127919.0,56.0,Cardamum,2134,Zaid
2007,Gulbarga,933,3360.0,152.0,Black,Drip,75340.0,54.0,Cardamum,45186,Zaid
2008,Gulbarga,345,3360.0,153.0,Black,Drip,29170.0,58.0,Cardamum,238542,Zaid
2009,Gulbarga,29,3605.4,154.0,Black,Drip,1901.0,58.0,Cardamum,1516,Zaid
2010,Gulbarga,11,3605.4,155.0,Black,Drip,972.0,59.0,Cardamum,57259,Kharif
2011,Gulbarga,10,3605.4,156.0,Black,Drip,874.0,50.0,Cardamum,234779,Kharif
2012,Gulbarga,7,3512.4,157.0,Black,Drip,592.0,54.0,Cardamum,1493,Kharif
2013,Gulbarga,10,3512.4,158.0,Black,Drip,864.0,53.0,Cardamum,64409,Kharif
2014,Gulbarga,56,3512.4,159.0,Black,Drip,5373.0,52.0,Cardamum,249978,Kharif
2015,Gulbarga,68,3296.0,160.0,Black,Drip,6589.0,51.0,Cardamum,637,Kharif
2016,Gulbarga,56,3296.0,161.0,Black,Drip,5107.0,57.0,Cardamum,43311,Kharif
2017,Gulbarga,66,3296.0,162.0,Black,Drip,5518.0,57.0,Cardamum,24848,Kharif
2018,Gulbarga,55,3550.0,163.0,Black,Drip,4912.0,60.0,Cardamum,761,Kharif
2004,Madikeri,42,3550.0,164.0,Black,Drip,3830.0,57.0,Pepper,45608,Kharif
2005,Madikeri,51179,3550.0,165.0,Black,Drip,4.0,57.0,Pepper,234581,Kharif
2006,Madikeri,468,3654.0,166.0,Black,Drip,9.0,54.0,Pepper,646,Kharif
2007,Madikeri,11841,3654.0,167.0,Black,Drip,12.0,54.5,Pepper,43562,Kharif
2008,Madikeri,50975,3654.0,168.0,Black,Drip,2089.0,56.6,Pepper,200000,Kharif
2009,Madikeri,206,233.0,169.0,Black,Drip,2810.0,55.5,Pepper,4847,Kharif
2010,Madikeri,10922,233.0,170.0,Black,Drip,841.0,58.5,Pepper,51239,Kharif
2011,Madikeri,51390,233.0,171.0,Black,Drip,3550.0,59.5,Pepper,216396,Kharif
2012,Madikeri,177,234.0,172.0,Alluvial,Basin,109.0,55.0,Pepper,2644,Kharif
2013,Madikeri,10723,234.0,173.0,Alluvial,Basin,3368.0,53.0,Pepper,44235,Kharif
2014,Madikeri,51709,234.0,174.0,Alluvial,Basin,3671.0,53.5,Pepper,203317,Kharif
2015,Madikeri,146,3105.0,175.0,Alluvial,Basin,2404.0,52.5,Pepper,2134,Kharif
2016,Madikeri,10910,3105.0,176.0,Alluvial,Basin,2805.0,56.0,Pepper,45186,Kharif
2017,Madikeri,51355,3105.0,177.0,Alluvial,Basin,2331.0,57.0,Pepper,238542,Kharif
2018,Madikeri,160,236.0,178.0,Alluvial,Basin,2088.0,57.5,Pepper,1516,Kharif
2004,Madikeri,10912,236.0,179.0,Alluvial,Basin,2628.0,57.0,Arecanut,200000,Kharif
2005,Madikeri,51353,2903.1,180.0,Alluvial,Basin,1939.0,55.0,Arecanut,4847,Kharif
2006,Madikeri,142,2903.1,181.0,Alluvial,Basin,1871.0,56.0,Arecanut,51239,Kharif
2007,Madikeri,10505,2903.1,182.0,Alluvial,Basin,1868.0,54.0,Arecanut,216396,Kharif
2008,Madikeri,51040,2996.6,183.0,Alluvial,Basin,127919.0,58.0,Arecanut,2644,Kharif
2009,Madikeri,154,2996.6,184.0,Alluvial,Basin,75340.0,58.0,Arecanut,44235,Kharif
2010,Madikeri,10318,2996.6,185.0,Alluvial,Basin,29170.0,59.0,Arecanut,203317,Kharif
2011,Madikeri,48083,3522.8,186.0,Alluvial,Basin,1901.0,50.0,Arecanut,2134,Kharif
2012,Madikeri,143,3522.8,187.0,Alluvial,Basin,972.0,54.0,Arecanut,45186,Kharif
2013,Madikeri,9283,3522.8,188.0,Alluvial,Basin,874.0,53.0,Arecanut,238542,Kharif
2014,Madikeri,47200,2903.1,189.0,Alluvial,Basin,592.0,52.0,Arecanut,1516,Kharif
2015,Madikeri,158,2903.1,190.0,Alluvial,Basin,864.0,51.0,Arecanut,57259,Kharif
2016,Madikeri,8982,2903.1,191.0,Alluvial,Basin,5373.0,57.0,Arecanut,234779,Kharif
2017,Hassan,46990,2996.6,192.0,Alluvial,Basin,6589.0,57.0,Arecanut,1493,Kharif
2018,Hassan,103,2996.6,193.0,Alluvial,Basin,5107.0,60.0,Arecanut,64409,Kharif
2004,Hassan,8239,2996.6,194.0,Alluvial,Basin,5518.0,57.0,Ginger,249978,Kharif
2005,Hassan,44563,3522.8,195.0,Alluvial,Basin,4912.0,57.0,Ginger,637,Kharif
2006,Hassan,96,3522.8,196.0,Alluvial,Basin,3830.0,54.0,Ginger,43311,Kharif
2007,Hassan,6949,3522.8,197.0,Sandy loam ,Basin,4.0,54.5,Ginger,24848,Kharif
2008,Hassan,44663,3729.8,198.0,Sandy loam ,Basin,9.0,56.6,Ginger,761,Kharif
2009,Hassan,110,3729.8,199.0,Sandy loam ,Basin,12.0,55.5,Ginger,45608,Kharif
2010,Hassan,6824,3729.8,200.0,Sandy loam ,Basin,2089.0,58.5,Ginger,234581,Kharif
2011,Hassan,43013,2746.2,201.0,Sandy loam ,Basin,2810.0,59.5,Ginger,646,Kharif
2012,Hassan,95,2746.2,202.0,Sandy loam ,Basin,841.0,55.0,Ginger,43562,Kharif
2013,Hassan,6441,2746.2,203.0,Sandy loam ,Basin,3550.0,53.0,Ginger,200000,Kharif
2014,Hassan,4012,3360.0,204.0,Sandy loam ,Basin,109.0,53.5,Ginger,4847,Kharif
2015,Hassan,4877,3360.0,205.0,Sandy loam ,Basin,3368.0,52.5,Ginger,51239,Kharif
2016,Hassan,4930,3360.0,206.0,Sandy loam ,Basin,3671.0,56.0,Ginger,216396,Kharif
2017,Hassan,4954,3605.4,207.0,Sandy loam ,Basin,2404.0,57.0,Ginger,2644,Kharif
2018,Hassan,5019,3605.4,208.0,Sandy loam ,Basin,2805.0,57.5,Ginger,44235,Kharif
2004,Hassan,5127,3605.4,209.0,Sandy loam ,Basin,2331.0,57.0,Tea,203317,Kharif
2005,Hassan,5174,3512.4,210.0,Sandy loam ,Basin,2088.0,55.0,Tea,2134,Kharif
2006,Hassan,5294,3512.4,211.0,Sandy loam ,Basin,2628.0,56.0,Tea,45186,Kharif
2007,Hassan,5474,3512.4,212.0,Sandy loam ,Basin,1939.0,54.0,Tea,238542,Kharif
2008,Hassan,5864,3296.0,213.0,Sandy loam ,Basin,1871.0,58.0,Tea,1516,Kharif
2009,Hassan,7028,3296.0,214.0,Sandy loam ,Basin,1868.0,58.0,Tea,57259,Kharif
2010,Hassan,7403,3296.0,215.0,Sandy loam ,Spray,127919.0,59.0,Tea,234779,Kharif
2011,Hassan,7501,3550.0,216.0,Sandy loam ,Spray,75340.0,50.0,Tea,1493,Kharif
2012,Hassan,7714,3550.0,217.0,Sandy loam ,Spray,29170.0,54.0,Tea,64409,Kharif
2013,Hassan,7856,3550.0,218.0,Sandy loam ,Spray,1901.0,53.0,Tea,249978,Kharif
2014,Hassan,32,3654.0,219.0,Sandy loam ,Spray,972.0,52.0,Tea,637,Kharif
2015,Hassan,1,3654.0,220.0,Sandy loam ,Spray,874.0,51.0,Tea,43311,Kharif
2016,Hassan,30,3654.0,221.0,Sandy loam ,Spray,592.0,57.0,Tea,24848,Kharif
2017,Hassan,6,233.0,222.0,Red laterite,Spray,864.0,57.0,Tea,761,Kharif
2018,Hassan,15,233.0,27.0,Red laterite,Spray,5373.0,60.0,Tea,45608,Kharif
2004,Hassan,4,233.0,27.0,Red laterite,Spray,6589.0,57.0,Paddy,234581,Kharif
2005,Hassan,39,234.0,27.0,Red laterite,Spray,5107.0,57.0,Paddy,646,Kharif
2006,Hassan,6,234.0,27.0,Red laterite,Spray,5518.0,54.0,Paddy,43562,Kharif
2007,Hassan,12,234.0,27.0,Red laterite,Spray,4912.0,54.5,Paddy,200000,Kharif
2008,Hassan,3,3105.0,27.2,Red laterite,Spray,3830.0,56.6,Paddy,4847,Kharif
2009,Hassan,17,3105.0,27.2,Red laterite,Spray,313547.0,55.5,Paddy,51239,Kharif
2010,Hassan,3,3105.0,27.2,Red laterite,Spray,2783.0,58.5,Paddy,216396,Kharif
2011,Hassan,9,236.0,27.0,Red laterite,Spray,1533.0,59.5,Paddy,2644,Kharif
2012,Hassan,21,236.0,27.0,Red laterite,Spray,1647.0,55.0,Paddy,44235,Kharif
2013,Hassan,11,2903.1,27.0,Red laterite,Spray,975.0,53.0,Paddy,203317,Kharif
2014,Hassan,4,2903.1,27.0,Red laterite,Spray,2.0,53.5,Paddy,2134,Kharif
2015,Hassan,15,2903.1,27.0,Red laterite,Spray,836.0,52.5,Paddy,45186,Kharif
2016,Hassan,8,2996.6,27.0,Red laterite,Spray,806.0,56.0,Paddy,238542,Kharif
2017,Hassan,29,2996.6,27.2,Red laterite,Spray,880.0,57.0,Paddy,1516,Kharif
2018,Hassan,1,2996.6,27.2,Red laterite,Spray,770.0,57.5,Paddy,200000,Kharif
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395.0,57.0,Groundnut,4847,Kharif
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187.0,55.0,Groundnut,51239,Kharif
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187.0,56.0,Groundnut,216396,Kharif
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121.0,54.0,Groundnut,2644,Kharif
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103.0,58.0,Groundnut,44235,Kharif
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71.0,58.0,Groundnut,203317,Kharif
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961.0,59.0,Groundnut,2134,Kharif
2011,Hassan,15009,2996.6,37.0,Red laterite,Spray,4247.0,50.0,Groundnut,45186,Kharif
2012,Hassan,15114,2996.6,37.0,Black cotton,Spray,3290.0,54.0,Groundnut,238542,Kharif
2013,Hassan,16224,3522.8,37.0,Black cotton,Spray,3138.0,53.0,Groundnut,1516,Kharif
2014,Hassan,17095,3522.8,38.0,Black cotton,Spray,3423.0,52.0,Groundnut,57259,Kharif
2015,Hassan,17512,3522.8,38.0,Black cotton,Spray,3899.0,51.0,Groundnut,234779,Kharif
2016,Hassan,17587,3729.8,38.0,Black cotton,Spray,4015.0,57.0,Groundnut,1493,Kharif
2017,Hassan,17771,3729.8,39.0,Black cotton,Spray,4279.0,57.0,Groundnut,64409,Kharif
2018,Hassan,17825,3729.8,39.0,Black cotton,Spray,4167.0,60.0,Groundnut,249978,Kharif
2004,Hassan,3147,2746.2,39.0,Black cotton,Spray,4479.0,57.0,Blackgram,637,Kharif
2005,Hassan,2578,2746.2,40.0,Black cotton,Spray,3699.0,57.0,Blackgram,43311,Kharif
2006,Hassan,1591,2746.2,40.0,Black cotton,Spray,4904.0,54.0,Blackgram,24848,Kharif
2007,Hassan,1298,3360.0,40.0,Black cotton,Spray,2821.0,54.5,Blackgram,761,Kharif
2008,Hassan,4,3360.0,41.0,Black cotton,Spray,3472.0,56.6,Blackgram,45608,Kharif
2009,Hassan,1122,3360.0,41.0,Black cotton,Drip,3647.0,55.5,Blackgram,234581,Kharif
2010,Hassan,917,3605.4,41.0,Black cotton,Drip,393.0,58.5,Blackgram,646,Kharif
2011,Hassan,819,3605.4,42.0,Black cotton,Drip,167.0,59.5,Blackgram,43562,Kharif
2012,Hassan,619,3605.4,42.0,Black cotton,Drip,71.0,55.0,Blackgram,200000,Kharif
2013,Hassan,391,3512.4,42.0,Black cotton,Drip,52.0,53.0,Blackgram,4847,Kharif
2014,Hassan,211,3512.4,43.0,Black cotton,Drip,313547.0,53.5,Blackgram,51239,Kharif
2015,Hassan,153,3512.4,43.0,Black cotton,Drip,2783.0,52.5,Blackgram,216396,Kharif
2016,Hassan,111,3296.0,27.0,Black cotton,Drip,1533.0,56.0,Blackgram,2644,Kharif
2017,Hassan,76,3296.0,27.0,Black cotton,Drip,1647.0,59.5,Blackgram,44235,Kharif
2018,Hassan,53,3296.0,27.0,Black cotton,Drip,975.0,55.0,Blackgram,203317,Kharif
